Gene Symbol	Description	Category	Gifts	GC Id	Relevance score	 GeneCards Link
WAS	Wiskott-Aldrich Syndrome	Protein Coding	56	GC0XP048676	12.71	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAS
CASR	Calcium Sensing Receptor	Protein Coding	58	GC03P122183	12.57	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR
PIK3CA	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha	Protein Coding	59	GC03P179148	12.56	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA
CYBA	Cytochrome B-245 Alpha Chain	Protein Coding	52	GC16M088643	12.5	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBA
TMEM173	Transmembrane Protein 173	Protein Coding	49	GC05M139475	12.48	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM173
ADAM17	ADAM Metallopeptidase Domain 17	Protein Coding	57	GC02M009580	12.47	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17
ABCB4	ATP Binding Cassette Subfamily B Member 4	Protein Coding	50	GC07M087401	12.44	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB4
CSF3	Colony Stimulating Factor 3	Protein Coding	47	GC17P040015	12.44	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3
ADRB2	Adrenoceptor Beta 2	Protein Coding	56	GC05P148825	12.39	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2
TBX21	T-Box 21	Protein Coding	51	GC17P047733	12.35	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21
CD55	CD55 Molecule (Cromer Blood Group)	Protein Coding	54	GC01P207321	12.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55
IL23A	Interleukin 23 Subunit Alpha	Protein Coding	46	GC12P056335	12.22	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23A
MAPK14	Mitogen-Activated Protein Kinase 14	Protein Coding	59	GC06P041894	12.2	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14
ITGB4	Integrin Subunit Beta 4	Protein Coding	54	GC17P075721	12.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB4
JUN	Jun Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	57	GC01M058780	12.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
CXCR2	C-X-C Motif Chemokine Receptor 2	Protein Coding	54	GC02P218125	12.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2
NOD1	Nucleotide Binding Oligomerization Domain Containing 1	Protein Coding	50	GC07M030424	12.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1
APOA1	Apolipoprotein A1	Protein Coding	56	GC11M116835	12.09	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
PRSS1	Serine Protease 1	Protein Coding	52	GC07P143922	12.07	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1
CXCL9	C-X-C Motif Chemokine Ligand 9	Protein Coding	45	GC04M076001	12.07	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9
AGER	Advanced Glycosylation End-Product Specific Receptor	Protein Coding	50	GC06M032180	12.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER
IL33	Interleukin 33	Protein Coding	45	GC09P006206	12.02	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33
HSPD1	Heat Shock Protein Family D (Hsp60) Member 1	Protein Coding	54	GC02M197486	11.98	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1
LCN2	Lipocalin 2	Protein Coding	51	GC09P128149	11.97	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2
PADI4	Peptidyl Arginine Deiminase 4	Protein Coding	50	GC01P017308	11.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4
HLA-A	Major Histocompatibility Complex, Class I, A	Protein Coding	54	GC06P031361	11.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A
COL1A1	Collagen Type I Alpha 1 Chain	Protein Coding	58	GC17M050183	11.95	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1
NFKB2	Nuclear Factor Kappa B Subunit 2	Protein Coding	60	GC10P102394	11.95	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB2
NGF	Nerve Growth Factor	Protein Coding	58	GC01M115285	11.94	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF
MIR126	MicroRNA 126	RNA Gene	21	GC09P136670	11.93	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126
IL17F	Interleukin 17F	Protein Coding	49	GC06M052209	11.92	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17F
CALCA	Calcitonin Related Polypeptide Alpha	Protein Coding	49	GC11M014945	11.91	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA
FGFR2	Fibroblast Growth Factor Receptor 2	Protein Coding	62	GC10M121401	11.87	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2
IL15	Interleukin 15	Protein Coding	48	GC04P141636	11.85	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15
VIP	Vasoactive Intestinal Peptide	Protein Coding	50	GC06P152750	11.84	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIP
ENG	Endoglin	Protein Coding	52	GC09M127815	11.83	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG
PTGDR2	Prostaglandin D2 Receptor 2	Protein Coding	47	GC11M060850	11.8	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2
JAK2	Janus Kinase 2	Protein Coding	61	GC09P004985	11.8	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2
KRAS	KRAS Proto-Oncogene, GTPase	Protein Coding	59	GC12M025204	11.77	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS
RTEL1	Regulator Of Telomere Elongation Helicase 1	Protein Coding	45	GC20P063658	11.76	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTEL1
FCGR3A	Fc Fragment Of IgG Receptor IIIa	Protein Coding	52	GC01M161541	11.76	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A
EGFR	Epidermal Growth Factor Receptor	Protein Coding	62	GC07P055019	11.76	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR
MAPK8	Mitogen-Activated Protein Kinase 8	Protein Coding	56	GC10P048306	11.73	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8
BPI	Bactericidal Permeability Increasing Protein	Protein Coding	48	GC20P038304	11.71	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPI
SFTPD	Surfactant Protein D	Protein Coding	50	GC10M079937	11.66	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD
SPP1	Secreted Phosphoprotein 1	Protein Coding	53	GC04P087975	11.66	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
SLPI	Secretory Leukocyte Peptidase Inhibitor	Protein Coding	46	GC20M045252	11.63	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLPI
SFTPA2	Surfactant Protein A2	Protein Coding	45	GC10M079563	11.63	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPA2
PIK3CG	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma	Protein Coding	54	GC07P106865	11.6	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG
TLR5	Toll Like Receptor 5	Protein Coding	54	GC01M223109	11.58	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR5
CD19	CD19 Molecule	Protein Coding	56	GC16P028943	11.58	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD19
NLRP12	NLR Family Pyrin Domain Containing 12	Protein Coding	50	GC19M053793	11.57	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP12
CCL4	C-C Motif Chemokine Ligand 4	Protein Coding	46	GC17P036103	11.54	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4
MMP8	Matrix Metallopeptidase 8	Protein Coding	54	GC11M102617	11.52	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP8
IFNA2	Interferon Alpha 2	Protein Coding	48	GC09M021374	11.51	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2
WIPF1	WAS/WASL Interacting Protein Family Member 1	Protein Coding	49	GC02M174559	11.5	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WIPF1
CXCL12	C-X-C Motif Chemokine Ligand 12	Protein Coding	52	GC10M044334	11.49	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12
FERMT1	Fermitin Family Member 1	Protein Coding	48	GC20M006074	11.46	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT1
CCL20	C-C Motif Chemokine Ligand 20	Protein Coding	50	GC02P227813	11.45	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20
IFNGR1	Interferon Gamma Receptor 1	Protein Coding	56	GC06M137197	11.44	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNGR1
MBP	Myelin Basic Protein	Protein Coding	51	GC18M076978	11.44	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBP
LBP	Lipopolysaccharide Binding Protein	Protein Coding	51	GC20P038346	11.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBP
CSF1	Colony Stimulating Factor 1	Protein Coding	50	GC01P109911	11.28	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1
GGT1	Gamma-Glutamyltransferase 1	Protein Coding	54	GC22P024583	11.26	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1
C5	Complement C5	Protein Coding	54	GC09M120952	11.25	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5
PTX3	Pentraxin 3	Protein Coding	47	GC03P157436	11.23	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3
PON1	Paraoxonase 1	Protein Coding	53	GC07M095297	11.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1
CTNNB1	Catenin Beta 1	Protein Coding	61	GC03P041236	11.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1
IL17RA	Interleukin 17 Receptor A	Protein Coding	52	GC22P017086	11.16	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RA
FCGR2B	Fc Fragment Of IgG Receptor IIb	Protein Coding	54	GC01P161663	11.15	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2B
SLC9A3	Solute Carrier Family 9 Member A3	Protein Coding	52	GC05M000472	11.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3
NCF2	Neutrophil Cytosolic Factor 2	Protein Coding	54	GC01M183524	11.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF2
COMP	Cartilage Oligomeric Matrix Protein	Protein Coding	55	GC19M018754	11.08	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMP
CCL17	C-C Motif Chemokine Ligand 17	Protein Coding	45	GC16P057404	11.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17
EDN1	Endothelin 1	Protein Coding	54	GC06P012290	11.06	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
CTRC	Chymotrypsin C	Protein Coding	51	GC01P015438	11.04	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRC
CXCL5	C-X-C Motif Chemokine Ligand 5	Protein Coding	47	GC04M073995	11.03	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5
NCF1	Neutrophil Cytosolic Factor 1	Protein Coding	54	GC07P074773	10.99	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF1
TICAM1	Toll Like Receptor Adaptor Molecule 1	Protein Coding	51	GC19M004815	10.97	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TICAM1
SAT1	Spermidine/Spermine N1-Acetyltransferase 1	Protein Coding	52	GC0XP023784	10.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAT1
SERPINB1	Serpin Family B Member 1	Protein Coding	47	GC06M002833	10.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB1
F3	Coagulation Factor III, Tissue Factor	Protein Coding	52	GC01M094466	10.94	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F3
GATA3	GATA Binding Protein 3	Protein Coding	57	GC10P008045	10.88	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA3
MIR203A	MicroRNA 203a	RNA Gene	19	GC14P104119	10.87	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A
CD14	CD14 Molecule	Protein Coding	51	GC05M140594	10.87	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14
MIR132	MicroRNA 132	RNA Gene	20	GC17M002049	10.86	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR132
MIR222	MicroRNA 222	RNA Gene	21	GC0XM045747	10.85	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222
FLNC	Filamin C	Protein Coding	52	GC07P128830	10.83	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC
HPS1	HPS1, Biogenesis Of Lysosomal Organelles Complex 3 Subunit 1	Protein Coding	47	GC10M098416	10.78	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPS1
NPPB	Natriuretic Peptide B	Protein Coding	50	GC01M011918	10.76	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPB
C4B	Complement C4B (Chido Blood Group)	Protein Coding	48	GC06P032014	10.75	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B
IL2RB	Interleukin 2 Receptor Subunit Beta	Protein Coding	54	GC22M037125	10.69	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RB
SFTPA1	Surfactant Protein A1	Protein Coding	48	GC10P081537	10.68	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPA1
FGF2	Fibroblast Growth Factor 2	Protein Coding	55	GC04P122826	10.65	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2
B2M	Beta-2-Microglobulin	Protein Coding	56	GC15P044711	10.64	https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M
CASP8	Caspase 8	Protein Coding	60	GC02P201233	10.63	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8
NCF4	Neutrophil Cytosolic Factor 4	Protein Coding	55	GC22P036860	10.63	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF4
PLA2G7	Phospholipase A2 Group VII	Protein Coding	57	GC06M046704	10.61	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G7
MOG	Myelin Oligodendrocyte Glycoprotein	Protein Coding	52	GC06P031320	10.59	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOG
CD36	CD36 Molecule	Protein Coding	55	GC07P080369	10.59	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
STAT6	Signal Transducer And Activator Of Transcription 6	Protein Coding	55	GC12M057095	10.59	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6
BGLAP	Bone Gamma-Carboxyglutamate Protein	Protein Coding	47	GC01P156211	10.57	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGLAP
MUC2	Mucin 2, Oligomeric Mucus/Gel-Forming	Protein Coding	46	GC11P001074	10.55	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC2
ITGA4	Integrin Subunit Alpha 4	Protein Coding	55	GC02P181456	10.55	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4
POMC	Proopiomelanocortin	Protein Coding	56	GC02M025160	10.55	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC
IL11	Interleukin 11	Protein Coding	48	GC19M055364	10.54	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11
CDH1	Cadherin 1	Protein Coding	58	GC16P068737	10.53	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1
GZMB	Granzyme B	Protein Coding	52	GC14M024630	10.52	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB
ACE	Angiotensin I Converting Enzyme	Protein Coding	56	GC17P063477	10.51	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE
IL1RAPL2	Interleukin 1 Receptor Accessory Protein Like 2	Protein Coding	44	GC0XP104566	10.49	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2
BTK	Bruton Tyrosine Kinase	Protein Coding	61	GC0XM101349	10.48	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK
LPIN2	Lipin 2	Protein Coding	49	GC18M002906	10.46	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPIN2
PRSS2	Serine Protease 2	Protein Coding	47	GC07P143947	10.43	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS2
AKT1	AKT Serine/Threonine Kinase 1	Protein Coding	62	GC14M104769	10.42	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1
TNFSF13B	TNF Superfamily Member 13b	Protein Coding	52	GC13P108251	10.42	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13B
LACC1	Laccase Domain Containing 1	Protein Coding	40	GC13P043879	10.4	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACC1
TNFAIP6	TNF Alpha Induced Protein 6	Protein Coding	46	GC02P151357	10.39	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP6
AQP4	Aquaporin 4	Protein Coding	50	GC18M026852	10.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP4
TNIP1	TNFAIP3 Interacting Protein 1	Protein Coding	46	GC05M151029	10.36	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP1
PLAT	Plasminogen Activator, Tissue Type	Protein Coding	55	GC08M042174	10.36	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT
SOD1	Superoxide Dismutase 1	Protein Coding	59	GC21P031659	10.35	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1
CTSC	Cathepsin C	Protein Coding	52	GC11M088211	10.33	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSC
MRAP	Melanocortin 2 Receptor Accessory Protein	Protein Coding	42	GC21P032291	10.33	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRAP
IL6R	Interleukin 6 Receptor	Protein Coding	55	GC01P154377	10.31	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R
VDR	Vitamin D Receptor	Protein Coding	58	GC12M047841	10.31	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR
PYCARD	PYD And CARD Domain Containing	Protein Coding	49	GC16M031212	10.3	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCARD
SAA4	Serum Amyloid A4, Constitutive	Protein Coding	45	GC11M018234	10.25	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA4
LRBA	LPS Responsive Beige-Like Anchor Protein	Protein Coding	47	GC04M150264	10.25	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRBA
RBP4	Retinol Binding Protein 4	Protein Coding	51	GC10M093591	10.24	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP4
IKBKG	Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Gamma	Protein Coding	53	GC0XP154541	10.22	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKG
CAT	Catalase	Protein Coding	57	GC11P034460	10.21	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT
PLA2G2A	Phospholipase A2 Group IIA	Protein Coding	53	GC01M019975	10.21	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2A
DDX58	DExD/H-Box Helicase 58	Protein Coding	55	GC09M032455	10.19	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX58
GJB2	Gap Junction Protein Beta 2	Protein Coding	54	GC13M020187	10.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB2
MMP13	Matrix Metallopeptidase 13	Protein Coding	56	GC11M102942	10.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP13
NFKBIA	NFKB Inhibitor Alpha	Protein Coding	57	GC14M035401	10.18	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA
MBTPS2	Membrane Bound Transcription Factor Peptidase, Site 2	Protein Coding	49	GC0XP021839	10.17	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS2
IL3	Interleukin 3	Protein Coding	50	GC05P132060	10.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3
CCR7	C-C Motif Chemokine Receptor 7	Protein Coding	52	GC17M040556	10.12	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7
MAPK1	Mitogen-Activated Protein Kinase 1	Protein Coding	59	GC22M021754	10.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1
PLCG2	Phospholipase C Gamma 2	Protein Coding	57	GC16P081773	10.11	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG2
MIR200C	MicroRNA 200c	RNA Gene	21	GC12P007501	10.1	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C
IL22	Interleukin 22	Protein Coding	48	GC12M068248	10.08	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22
MIR150	MicroRNA 150	RNA Gene	21	GC19M049500	10.01	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150
CASP3	Caspase 3	Protein Coding	57	GC04M184627	10	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3
TRAF3	TNF Receptor Associated Factor 3	Protein Coding	54	GC14P103175	9.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3
PRKCD	Protein Kinase C Delta	Protein Coding	61	GC03P053190	9.96	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD
CD81	CD81 Molecule	Protein Coding	54	GC11P002397	9.91	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81
GUSB	Glucuronidase Beta	Protein Coding	54	GC07M065960	9.91	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUSB
CD80	CD80 Molecule	Protein Coding	48	GC03M119524	9.87	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD80
MIR15B	MicroRNA 15b	RNA Gene	18	GC03P160404	9.86	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15B
ARMC4	Armadillo Repeat Containing 4	Protein Coding	43	GC10M027818	9.85	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC4
IL16	Interleukin 16	Protein Coding	49	GC15P081159	9.81	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL16
MME	Membrane Metalloendopeptidase	Protein Coding	57	GC03P155024	9.76	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME
BMP6	Bone Morphogenetic Protein 6	Protein Coding	50	GC06P007726	9.75	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6
CX3CL1	C-X3-C Motif Chemokine Ligand 1	Protein Coding	49	GC16P057372	9.75	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1
SERPINA3	Serpin Family A Member 3	Protein Coding	50	GC14P094612	9.73	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA3
COL17A1	Collagen Type XVII Alpha 1 Chain	Protein Coding	50	GC10M104031	9.72	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL17A1
PSMB8	Proteasome Subunit Beta 8	Protein Coding	57	GC06M032840	9.7	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB8
TRAF3IP2	TRAF3 Interacting Protein 2	Protein Coding	49	GC06M111555	9.69	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP2
ELN	Elastin	Protein Coding	50	GC07P074027	9.67	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN
TFRC	Transferrin Receptor	Protein Coding	55	GC03M196027	9.67	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC
REG3A	Regenerating Family Member 3 Alpha	Protein Coding	45	GC02M079157	9.67	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3A
ITGA6	Integrin Subunit Alpha 6	Protein Coding	57	GC02P172427	9.63	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA6
LPL	Lipoprotein Lipase	Protein Coding	57	GC08P019841	9.6	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL
LRP1	LDL Receptor Related Protein 1	Protein Coding	54	GC12P057128	9.55	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1
XDH	Xanthine Dehydrogenase	Protein Coding	54	GC02M031294	9.52	https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH
RARRES2	Retinoic Acid Receptor Responder 2	Protein Coding	46	GC07M150333	9.49	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARRES2
DNAI1	Dynein Axonemal Intermediate Chain 1	Protein Coding	47	GC09P034448	9.47	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAI1
SPAG1	Sperm Associated Antigen 1	Protein Coding	44	GC08P100157	9.47	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG1
