hgnc_symbol	entrezgene	ensembl_gene_id	logFC_LC	PValue_LC
UBR7	55148	ENSG00000012963	-0.290823409	0.391678359
UFL1	23376	ENSG00000014123	-0.175072241	0.566445152
UPF1	5976	ENSG00000005007	-0.356669917	0.465176491
UPP2	151531	ENSG00000007001	1.07024888	0.303996864
UQCRC1	7384	ENSG00000010256	0.011599388	0.98285025
USH1C	10083	ENSG00000006611	5.002915757	0.00211665
UTP18	51096	ENSG00000011260	0.198300555	0.621374287
VEZT	55591	ENSG00000028203	-0.078082115	0.80068277
VIM	7431	ENSG00000026025	-0.938964606	0.19429677
VPS41	27072	ENSG00000006715	-0.229155837	0.461607516
VPS50	55610	ENSG00000004766	0.097385846	0.753722932
VRK2	7444	ENSG00000028116	0.24355897	0.554199914
VSIG2	23584	ENSG00000019102	-2.466955353	0.022573843
VTA1	51534	ENSG00000009844	0.096972043	0.800652664
WAS	7454	ENSG00000015285	-1.577812814	0.001637605
WDR54	84058	ENSG00000005448	0.973897883	0.17073986
WIZ	58525	ENSG00000011451	-0.148983326	0.763138078
WNT16	51384	ENSG00000002745	1.066275108	0.333085608
WWTR1	25937	ENSG00000018408	-1.234526619	0.020024154
XYLT2	64132	ENSG00000015532	0.245377195	0.552033462
YAF2	10138	ENSG00000015153	0.055769685	0.894537351
YBX2	51087	ENSG00000006047	4.434105771	5.57e-05
ZBTB32	27033	ENSG00000011590	1.328233881	0.076018295
ZC3H3	23144	ENSG00000014164	-0.091198713	0.825587388
ZCCHC8	55596	ENSG00000033030	0.117221209	0.688703775
ZDHHC6	64429	ENSG00000023041	0.063624787	0.828651971
ZFP64	55734	ENSG00000020256	0.601223172	0.150094445
ZFX	7543	ENSG00000005889	-0.092584044	0.791546278
ZMYND10	51364	ENSG00000004838	0.436119191	0.763252962
ZMYND11	10771	ENSG00000015171	-0.972836663	0.005047748
ZNF195	7748	ENSG00000005801	0.708846765	0.048120211
ZNF200	7752	ENSG00000010539	0.305433218	0.387878007
ZNF207	7756	ENSG00000010244	0.322030966	0.306489193
ZNF263	10127	ENSG00000006194	0.038789321	0.910614879
ZNF582	147948	ENSG00000018869	-0.475613903	0.323729844
ZNF839	55778	ENSG00000022976	0.022663583	0.954902242
ZRANB1	54764	ENSG00000019995	-0.548977211	0.173592075
ABCA7	10347	ENSG00000064687	0.320228165	0.583967407
ABCF2	10061	ENSG00000033050	0.366027048	0.419731514
ACAA1	30	ENSG00000060971	-0.938140296	0.046436986
ACSM2B	348158	ENSG00000066813	-1.918906638	0.149217011
ADAM28	10863	ENSG00000042980	1.304377451	0.025630877
ADAMTS6	11174	ENSG00000049192	2.753148001	0.008676873
ADAT1	23536	ENSG00000065457	0.375059399	0.313118695
ADCK1	57143	ENSG00000063761	-0.203157271	0.638158266
ADRB1	153	ENSG00000043591	-4.233317631	2e-05
ADSS	159	ENSG00000035687	0.610870109	0.130746391
AGA	175	ENSG00000038002	-0.178943716	0.681055473
AHRR	57491	ENSG00000063438	-0.644662825	0.316311113
AIFM2	84883	ENSG00000042286	-0.012112552	0.978815129
AKR7A2	8574	ENSG00000053371	0.368411814	0.441611114
ALDH18A1	5832	ENSG00000059573	1.148577024	0.002873157
ALX4	60529	ENSG00000052850	2.348651831	0.03236038
ANAPC4	29945	ENSG00000053900	0.435523056	0.214136536
ANKRD44	91526	ENSG00000065413	-0.472646142	0.304821209
ANKS1A	23294	ENSG00000064999	-1.461974755	0.002209421
ANO2	57101	ENSG00000047617	-1.601908376	0.077737406
AP2S1	1175	ENSG00000042753	-0.052485717	0.922138419
AP3D1	8943	ENSG00000065000	0.011130492	0.981526599
AP5M1	55745	ENSG00000053770	-0.355983728	0.220221666
APBA2	321	ENSG00000034053	2.040133814	0.014604313
APPBP2	10513	ENSG00000062725	-0.28626404	0.314530982
ARAP2	116984	ENSG00000047365	-1.201432903	0.035559216
ARFGEF1	10565	ENSG00000066777	0.261122661	0.441737985
ARHGAP6	395	ENSG00000047648	-2.702515335	1.61e-05
ARHGEF5	7984	ENSG00000050327	-0.446094619	0.28957724
ARID1B	57492	ENSG00000049618	-0.394350781	0.2539917
ARID4B	51742	ENSG00000054267	0.119086183	0.736094955
ARSF	416	ENSG00000062096	-1.357248114	0.167719443
ASB1	51665	ENSG00000065802	0.301451507	0.538119761
ASPM	259266	ENSG00000066279	3.77334381	1.56e-05
ASTE1	28990	ENSG00000034533	-0.205297919	0.566141515
ATG2B	55102	ENSG00000066739	-0.426090429	0.276623559
ATG5	9474	ENSG00000057663	-0.20294605	0.556263633
ATP11B	23200	ENSG00000058063	0.058018339	0.870774556
ATP2B4	493	ENSG00000058668	-0.798738518	0.087317681
ATP2C2	9914	ENSG00000064270	-1.040465098	0.197459207
ATP6V0A1	535	ENSG00000033627	-0.51931432	0.2034052
ATP6V1H	51606	ENSG00000047249	-0.630444035	0.088004807
ATP9A	10079	ENSG00000054793	0.092132167	0.82462756
ATXN3	4287	ENSG00000066427	-0.298257375	0.37680283
BARX2	8538	ENSG00000043039	3.525211039	0.013965344
BCAR1	9564	ENSG00000050820	-0.284924247	0.567054705
BCAS1	8537	ENSG00000064787	1.068096237	0.315539323
BCAT1	586	ENSG00000060982	0.827626122	0.206488589
BEST2	54831	ENSG00000039987	2.55106784	0.071710299
BICRA	29998	ENSG00000063169	-0.169757937	0.730791787
BOD1L1	259282	ENSG00000038219	-0.015054351	0.971213343
BORCS8-MEF2B	4207	ENSG00000064489	0.72368947	0.354244317
BTBD1	53339	ENSG00000064726	-0.300673618	0.300940725
C12orf4	57102	ENSG00000047621	0.082454414	0.814835415
C2orf83	56918	ENSG00000042304	-1.535766097	0.192061281
C6	729	ENSG00000039537	-1.602973835	0.29158624
CA11	770	ENSG00000063180	-0.035834526	0.947695812
CALCRL	10203	ENSG00000064989	-2.539936523	0.000380254
CAMK2B	816	ENSG00000058404	1.280907516	0.198021359
CAPG	822	ENSG00000042493	-1.336133788	0.052394818
CASP8	841	ENSG00000064012	0.08055662	0.784900129
CASR	846	ENSG00000036828	-2.480813053	0.044457818
CBLN4	140689	ENSG00000054803	0.302870755	0.730222813
CC2D2A	57545	ENSG00000048342	-0.11423664	0.85177152
CCAR1	55749	ENSG00000060339	0.430953315	0.149637351
CCDC85A	114800	ENSG00000055813	-4.36450843	1.05e-06
CD84	8832	ENSG00000066294	-0.016435744	0.975436166
CDH1	999	ENSG00000039068	0.307707738	0.590074499
CDH10	1008	ENSG00000040731	-3.256467349	0.017356562
CDH3	1001	ENSG00000062038	3.302800895	0.007046348
CDK13	8621	ENSG00000065883	0.108085787	0.720007909
CDK14	5218	ENSG00000058091	-0.688466079	0.07579472
CDK17	5128	ENSG00000059758	-0.29713638	0.465404126
CDON	50937	ENSG00000064309	-0.967720531	0.089432835
CELF2	10659	ENSG00000048740	-1.548061297	0.002990735
CHI3L2	1117	ENSG00000064886	-3.483515923	2.93e-05
CHPF2	54480	ENSG00000033100	0.75089725	0.108373793
CHRDL2	25884	ENSG00000054938	1.024110698	0.190629056
CLDN18	51208	ENSG00000066405	-5.375011388	0.000485488
CLEC16A	23274	ENSG00000038532	-0.543068375	0.162308694
CLPTM1L	81037	ENSG00000049656	0.128086929	0.721562687
CNN2	1265	ENSG00000064666	-0.785072591	0.164432655
CNTLN	54875	ENSG00000044459	0.111843209	0.794520034
COL11A1	1301	ENSG00000060718	7.405685771	3.01e-05
COL17A1	1308	ENSG00000065618	3.957153736	0.001702047
COL23A1	91522	ENSG00000050767	0.31670886	0.66252737
COL9A2	1298	ENSG00000049089	0.001664782	0.997938517
CP	1356	ENSG00000047457	2.704926096	0.011597962
CREB3L3	84699	ENSG00000060566	-0.997350903	0.391335597
CROCC	9696	ENSG00000058453	0.666006158	0.364074558
CS	1431	ENSG00000062485	-0.413955904	0.27288989
CTDP1	9150	ENSG00000060069	-0.356581106	0.385472146
CTNNA1	1495	ENSG00000044115	-0.725527362	0.104876948
CTNNA2	1496	ENSG00000066032	2.116586807	0.065017952
CTNS	1497	ENSG00000040531	-0.243830231	0.527612576
CTPS2	56474	ENSG00000047230	-0.147977041	0.661928794
CTSA	5476	ENSG00000064601	0.213300106	0.691314566
CUL1	8454	ENSG00000055130	0.033696644	0.924834468
CUL3	8452	ENSG00000036257	-0.228333541	0.42965938
CUL7	9820	ENSG00000044090	0.376594789	0.334553526
CYB5R4	51167	ENSG00000065615	-0.166459631	0.655895068
CYBA	1535	ENSG00000051523	-0.142011122	0.849011689
CYFIP2	26999	ENSG00000055163	-0.833448879	0.073427091
CYP46A1	10858	ENSG00000036530	0.436902439	0.462888032
DAPK2	23604	ENSG00000035664	-2.188757429	0.000815001
DCBLD2	131566	ENSG00000057019	1.77558868	0.018694284
DCUN1D1	54165	ENSG00000043093	0.173581261	0.598946901
DDX20	11218	ENSG00000064703	-0.149488902	0.68803295
DDX3Y	8653	ENSG00000067048	-0.771795799	0.099541792
DEPDC1B	55789	ENSG00000035499	3.726770941	7.21e-05
DGAT2	84649	ENSG00000062282	-0.134657053	0.797185928
DGKA	1606	ENSG00000065357	0.472228497	0.269577587
DGKG	1608	ENSG00000058866	0.164603485	0.810753758
DIP2B	57609	ENSG00000066084	-0.049379279	0.871557818
DKK3	27122	ENSG00000050165	-1.604050652	0.0037522
DLX3	1747	ENSG00000064195	-0.165213992	0.829336197
DMRT3	58524	ENSG00000064218	1.931767959	0.193988195
DNAH5	1767	ENSG00000039139	0.234001494	0.814988563
DNAJC25	548645	ENSG00000059769	0.531934947	0.214155879
DSG2	1829	ENSG00000046604	0.882573494	0.023861723
DTNBP1	84062	ENSG00000047579	-0.416129606	0.273978961
EDC4	23644	ENSG00000038358	-0.346094804	0.480094968
EFCAB1	79645	ENSG00000034239	0.431075304	0.772042634
EIF2AK2	5610	ENSG00000055332	0.070832051	0.839323787
EIF4B	1975	ENSG00000063046	-0.434275063	0.291017592
ELAVL1	1994	ENSG00000066044	0.035833489	0.920675808
ELMO2	63916	ENSG00000062598	-0.464239922	0.189952487
ELN	2006	ENSG00000049540	-2.039475156	0.001524617
ELOVL1	64834	ENSG00000066322	-0.594037614	0.205958891
EML1	2009	ENSG00000066629	-1.707222359	0.006351852
ENTPD2	954	ENSG00000054179	2.766905894	0.016360174
EPHA3	2042	ENSG00000044524	0.881768178	0.270942538
EPN1	29924	ENSG00000063245	-0.357347229	0.463144833
EPN3	55040	ENSG00000049283	2.411827312	0.006407166
ERBB3	2065	ENSG00000065361	-0.016447226	0.980164673
ERCC8	1161	ENSG00000049167	0.364695931	0.422997743
EYA2	2139	ENSG00000064655	1.729746191	0.06541589
F7	2155	ENSG00000057593	2.604534203	0.06405526
FAM107B	83641	ENSG00000065809	-0.630072701	0.079064534
FAM114A2	10827	ENSG00000055147	-0.276217215	0.406767064
FAM120A	23196	ENSG00000048828	0.015209436	0.965479182
FAM136A	84908	ENSG00000035141	0.933053863	0.016192681
FAM160A2	84067	ENSG00000051009	0.037956011	0.928218273
FAM168A	23201	ENSG00000054965	-0.379022236	0.242317453
FAM184B	27146	ENSG00000047662	0.711120757	0.286356201
FAM214A	56204	ENSG00000047346	0.119744669	0.781181717
FAR2	55711	ENSG00000064763	-0.817214416	0.123819642
FBXO42	54455	ENSG00000037637	-0.454634698	0.138167007
FECH	2235	ENSG00000066926	0.195241284	0.614509706
FGFR2	2263	ENSG00000066468	-2.411090035	0.003423538
FLT4	2324	ENSG00000037280	-1.22877804	0.042164767
FLYWCH1	84256	ENSG00000059122	0.195317564	0.67516135
FNIP2	57600	ENSG00000052795	-0.638244984	0.125513476
FOXC1	2296	ENSG00000054598	0.610504942	0.359247643
FOXJ2	55810	ENSG00000065970	-0.954756125	0.009550128
FOXN3	1112	ENSG00000053254	-1.134926328	0.002906506
FOXP3	50943	ENSG00000049768	1.989958579	0.005453731
FSTL4	23105	ENSG00000053108	2.289775688	0.047649766
FUT8	2530	ENSG00000033170	0.83039311	0.025717422
GAB2	9846	ENSG00000033327	-1.868973479	0.001094141
GABARAPL2	11345	ENSG00000034713	0.18682797	0.735768723
GALC	2581	ENSG00000054983	-1.026416558	0.008389206
GATB	5188	ENSG00000059691	0.515328496	0.203032644
GDI2	2665	ENSG00000057608	0.193925316	0.658540409
GEMIN8	54960	ENSG00000046647	-0.035508083	0.925823942
GINM1	116254	ENSG00000055211	-0.64050437	0.170257584
GLP2R	9340	ENSG00000065325	-1.754678434	0.066926614
GNA15	2769	ENSG00000060558	-0.631009491	0.299332996
GNAI3	2773	ENSG00000065135	-0.130920985	0.708438563
GOLGA5	9950	ENSG00000066455	0.123223027	0.700481855
GOPC	57120	ENSG00000047932	0.033095229	0.907468686
GPBP1	65056	ENSG00000062194	-0.104946846	0.721701709
GPC1	2817	ENSG00000063660	1.495010833	0.052729829
GPM6B	2824	ENSG00000046653	-1.606566482	0.01013485
GSC2	2928	ENSG00000063515	-1.209765147	0.192061263
GSTO2	119391	ENSG00000065621	-0.851473381	0.15472946
GUCA1A	2978	ENSG00000048545	4.036202228	0.003783857
GUCA2B	2981	ENSG00000044012	-0.775481374	0.535242498
GUCY1B1	2983	ENSG00000061918	-0.52271515	0.307783644
GYG2	8908	ENSG00000056998	1.594245282	0.026528324
H6PD	9563	ENSG00000049239	-0.805542042	0.095980978
HAGH	3029	ENSG00000063854	-0.33951974	0.513545838
HDAC7	51564	ENSG00000061273	-0.898036185	0.044718277
HDAC9	9734	ENSG00000048052	1.589512652	0.076343675
HEBP2	23593	ENSG00000051620	0.527217136	0.282348807
HERPUD1	9709	ENSG00000051108	-0.331431377	0.407701266
HEXB	3074	ENSG00000049860	-1.232178535	0.004754657
HHAT	55733	ENSG00000054392	0.2508307	0.556820169
HIPK2	28996	ENSG00000064393	-0.399443789	0.408014048
HMG20B	10362	ENSG00000064961	0.459436986	0.369418495
HOMER3	9454	ENSG00000051128	0.604098411	0.264627809
HOXC8	3224	ENSG00000037965	3.771992103	0.01759317
HPF1	54969	ENSG00000056050	0.588710492	0.247988367
HSPA5	3309	ENSG00000044574	0.467293722	0.341761427
IDI1	3422	ENSG00000067064	-0.80945489	0.099975549
IL17RB	55540	ENSG00000056736	-0.452528051	0.268488367
INPP4A	3631	ENSG00000040933	-0.039824448	0.8965116
INTS13	55726	ENSG00000064102	0.794257394	0.049769047
IPO5	3843	ENSG00000065150	0.295897218	0.43124668
ISOC1	51015	ENSG00000066583	-0.631890344	0.087914453
ISOC2	79763	ENSG00000063241	0.56627944	0.393093277
ITIH1	3697	ENSG00000055957	0.130155994	0.888123264
ITIH4	3700	ENSG00000055955	1.2994514	0.087799053
JADE2	23338	ENSG00000043143	-1.206368912	0.005575185
JKAMP	51528	ENSG00000050130	-0.079724131	0.799626327
KARS	3735	ENSG00000065427	0.220251793	0.611624209
KCNH2	3757	ENSG00000055118	3.391801645	0.021227987
KCNQ1	3784	ENSG00000053918	-1.652937941	0.026481777
KDM4A	9682	ENSG00000066135	-0.490450864	0.176727918
KIAA0556	23247	ENSG00000047578	0.317616699	0.539387198
KIF1B	23095	ENSG00000054523	-0.043457631	0.912578501
KIF26A	26153	ENSG00000066735	-0.885682187	0.295306994
KITLG	4254	ENSG00000049130	-0.506229687	0.364064948
KLF6	1316	ENSG00000067082	-1.942218728	0.000360672
KMT2C	58508	ENSG00000055609	0.464370205	0.308785922
LAMA3	3909	ENSG00000053747	-2.263643419	0.001728527
LAMC2	3918	ENSG00000058085	1.938525502	0.077486659
LAMC3	10319	ENSG00000050555	-1.168158006	0.126894142
LCP2	3937	ENSG00000043462	-0.711105761	0.120240695
LETMD1	25875	ENSG00000050426	0.07152116	0.843922984
LIMA1	51474	ENSG00000050405	-0.147937919	0.685616507
LIMCH1	22998	ENSG00000064042	-2.521487937	0.000142116
LMO3	55885	ENSG00000048540	-1.033872645	0.163010042
LPAR2	9170	ENSG00000064547	0.57068468	0.292666572
LRRC40	55631	ENSG00000066557	0.39373281	0.315739273
LRRC7	57554	ENSG00000033122	0.892368265	0.167154094
LSG1	55341	ENSG00000041802	0.444003677	0.266498961
LTBP1	4052	ENSG00000049323	-0.30508526	0.600029438
LTK	4058	ENSG00000062524	-1.162672149	0.172947154
LY75	4065	ENSG00000054219	0.342013754	0.507682083
LZTS1	11178	ENSG00000061337	0.546293363	0.425498553
MAGEC2	51438	ENSG00000046774	10.90301624	0.000635673
MAP2K3	5606	ENSG00000034152	-0.786456143	0.165544146
MAP2K4	6416	ENSG00000065559	-0.500273217	0.107968906
MAP4	4134	ENSG00000047849	-1.158762155	0.009413921
MAPK9	5601	ENSG00000050748	-0.647025024	0.043787817
MAT2B	27430	ENSG00000038274	-0.637160121	0.117130109
MCF2L2	23101	ENSG00000053524	1.86751829	0.015121673
MCM10	55388	ENSG00000065328	3.739437759	0.000593055
MCOLN3	55283	ENSG00000055732	-0.312801716	0.708879565
MCUR1	63933	ENSG00000050393	-0.367596519	0.313661115
ME1	4199	ENSG00000065833	0.538231919	0.309193747
MED17	9440	ENSG00000042429	0.337216914	0.276699256
MED29	55588	ENSG00000063322	-0.492822046	0.180610102
METTL1	4234	ENSG00000037897	0.973448136	0.097969162
METTL24	728464	ENSG00000053328	-1.038779235	0.137426336
MFAP3	4238	ENSG00000037749	-0.153623495	0.719739416
MON2	23041	ENSG00000061987	0.339576444	0.40274158
MPC1	51660	ENSG00000060762	-0.541958303	0.229031041
MPHOSPH9	10198	ENSG00000051825	1.188933937	0.008179245
MPPED2	744	ENSG00000066382	-0.018108026	0.982179652
MRI1	84245	ENSG00000037757	0.399700453	0.312068073
MRPL43	84545	ENSG00000055950	0.092842198	0.855608363
MRPS10	55173	ENSG00000048544	0.66873316	0.074360084
MRPS24	64951	ENSG00000062582	1.015709205	0.066801831
MRPS35	60488	ENSG00000061794	0.518236231	0.216561059
MRTO4	51154	ENSG00000053372	1.423467782	0.023434735
MSANTD3	91283	ENSG00000066697	0.270332466	0.543144665
MSH4	4438	ENSG00000057468	1.597500541	0.121276127
MSMO1	6307	ENSG00000052802	-1.112228025	0.031398887
MSR1	4481	ENSG00000038945	-2.904608463	0.000132277
MTA3	57504	ENSG00000057935	0.196101939	0.51237795
MTFR1	9650	ENSG00000066855	0.903626399	0.017442292
MTHFD2	10797	ENSG00000065911	1.395999533	0.031462871
MTMR1	8776	ENSG00000063601	-0.181469719	0.539889234
MTREX	23517	ENSG00000039123	-0.012921643	0.964592324
MXD1	4084	ENSG00000059728	-0.412313756	0.263961086
MYLK	4638	ENSG00000065534	-1.617618488	0.001434147
MYO16	23026	ENSG00000041515	-0.047772125	0.944110324
MYO9A	4649	ENSG00000066933	-0.967727702	0.038437485
MYOC	4653	ENSG00000034971	-0.944212462	0.479468384
MYOM2	9172	ENSG00000036448	-1.555333037	0.027128302
NCKAP1	10787	ENSG00000061676	-0.138224481	0.638889107
NDC1	55706	ENSG00000058804	1.325735509	0.005883892
NDUFB4	4710	ENSG00000065518	0.514179528	0.314250857
NEDD4L	23327	ENSG00000049759	-1.358684359	0.004186671
NEXMIF	340533	ENSG00000050030	1.214150865	0.179572181
NFE2L3	9603	ENSG00000050344	1.380295134	0.03200952
NFYC	4802	ENSG00000066136	-0.293504811	0.340804966
NGEF	25791	ENSG00000066248	2.279979187	0.044851786
NGFR	4804	ENSG00000064300	1.140524246	0.264324683
NNAT	4826	ENSG00000053438	0.625291459	0.417245328
NOP16	51491	ENSG00000048162	0.773490545	0.200356113
NOP58	51602	ENSG00000055044	0.942266976	0.029289726
NPFFR2	10886	ENSG00000056291	6.267198579	0.002558052
NRIP2	83714	ENSG00000053702	-0.313083118	0.566595792
NSMAF	8439	ENSG00000035681	-0.474103347	0.118231956
NSUN2	54888	ENSG00000037474	0.581684433	0.109532645
NTHL1	4913	ENSG00000065057	1.121994967	0.083747716
NTN1	9423	ENSG00000065320	0.227222205	0.794126133
OAT	4942	ENSG00000065154	0.780526345	0.047343765
OFD1	8481	ENSG00000046651	0.126881876	0.734964873
OGFR	11054	ENSG00000060491	-0.331036449	0.479101689
OPN3	23596	ENSG00000054277	-0.943424998	0.038145024
OTC	5009	ENSG00000036473	-3.182616797	0.014091987
PARP12	64761	ENSG00000059378	-0.716225897	0.046567711
PARP3	10039	ENSG00000041880	-0.814777057	0.04811387
PDE4A	5141	ENSG00000065989	-1.021992585	0.03141802
PDIA5	10954	ENSG00000065485	-0.212738777	0.635267297
PER3	8863	ENSG00000049246	-0.927328116	0.088590352
PEX3	8504	ENSG00000034693	-0.028142027	0.951372163
PFKP	5214	ENSG00000067057	1.303820529	0.023750961
PHF21B	112885	ENSG00000056487	2.060410523	0.052582338
PHF23	79142	ENSG00000040633	0.027501808	0.950472831
PHKA2	5256	ENSG00000044446	-0.168648761	0.63883675
PHLPP2	23035	ENSG00000040199	-0.763381612	0.063918603
PHPT1	29085	ENSG00000054148	1.312591364	0.096317053
PI4K2B	55300	ENSG00000038210	-0.023040998	0.945501388
PIAS1	8554	ENSG00000033800	-1.110383319	0.002946823
PIGV	55650	ENSG00000060642	-0.394179508	0.301865331
PIK3CB	5291	ENSG00000051382	-0.12528944	0.694787383
PITHD1	57095	ENSG00000057757	-0.23824678	0.519616912
PKN2	5586	ENSG00000065243	0.131440328	0.671811786
PKP2	5318	ENSG00000057294	-0.35687186	0.670912252
PLEKHA5	54477	ENSG00000052126	-0.294433313	0.450093702
PLEKHH1	57475	ENSG00000054690	1.070792459	0.172301912
PMS1	5378	ENSG00000064933	0.752928752	0.037858015
PNKP	11284	ENSG00000039650	0.24615629	0.561013814
POLD1	5424	ENSG00000062822	0.583329752	0.274412663
POLQ	10721	ENSG00000051341	3.664718346	2.58e-05
POLR2B	5431	ENSG00000047315	0.275086056	0.360584283
POLR3E	55718	ENSG00000058600	0.605312117	0.114771905
POU1F1	5449	ENSG00000064835	-1.150655341	0.261197747
PPP1R12A	4659	ENSG00000058272	-0.049068082	0.878145407
PPP1R3F	89801	ENSG00000049769	0.439530696	0.402652567
PPP2R5A	5525	ENSG00000066027	-1.122041633	0.011149874
PQLC2	54896	ENSG00000040487	-0.030743516	0.951744157
PRDM1	639	ENSG00000057657	-0.282106996	0.523829195
PRDM6	93166	ENSG00000061455	-1.179764589	0.049778021
PREX2	80243	ENSG00000046889	-2.029002195	0.005107497
PRKCQ	5588	ENSG00000065675	-1.479114164	0.01029163
PRSS8	5652	ENSG00000052344	-0.533662156	0.511846438
PSD	5662	ENSG00000059915	1.802324163	0.019373488
PSMA4	5685	ENSG00000041357	0.14693332	0.750297582
PTCD2	79810	ENSG00000049883	0.478225888	0.231424133
PTGER3	5733	ENSG00000050628	-1.314691314	0.059987846
PTPRN	5798	ENSG00000054356	6.079273571	0.002257253
PTPRU	10076	ENSG00000060656	-0.087450113	0.879445684
PUM2	23369	ENSG00000055917	-0.21239416	0.489869972
QSER1	79832	ENSG00000060749	0.891962516	0.028248393
R3HDM1	23518	ENSG00000048991	0.741213731	0.039891002
RAB27B	5874	ENSG00000041353	0.610096505	0.457126914
RAD51	5888	ENSG00000051180	2.175901853	0.003551044
RAI14	26064	ENSG00000039560	0.344706268	0.439588749
RASGRF1	5923	ENSG00000058335	-4.092027014	1.43e-05
RC3H2	54542	ENSG00000056586	-0.202107006	0.562007797
RCN1	5954	ENSG00000049449	0.754711506	0.077666726
RELT	84957	ENSG00000054967	-0.142727878	0.763484039
RETSAT	54884	ENSG00000042445	-0.916885849	0.065598732
RFC1	5981	ENSG00000035928	-0.431243695	0.173524824
RFC2	5982	ENSG00000049541	0.6592775	0.205994585
RFXANK	8625	ENSG00000064490	0.070022828	0.895271668
RIMBP2	23504	ENSG00000060709	4.833469201	0.014646305
RIOK2	55781	ENSG00000058729	-0.263382563	0.4182811
